epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,774.778,0.49419,0.57828,0.93741,0.77151,0.78688,0.85584,0.74396,0.54244,0.78998,0.96295,0.00087229,0.00087229,0.00087229
131,780.518,0.50367,0.55317,0.93936,0.78359,0.78648,0.85674,0.74051,0.56511,0.75959,0.97308,0.0008713,0.0008713,0.0008713
132,786.24,0.49913,0.58965,0.9479,0.8044,0.82858,0.88211,0.74889,0.56982,0.71193,0.97765,0.00087031,0.00087031,0.00087031
133,791.971,0.50466,0.58529,0.93248,0.83619,0.81209,0.8937,0.7781,0.536,0.65752,0.95152,0.00086932,0.00086932,0.00086932
134,797.689,0.5257,0.59359,0.95685,0.86464,0.83622,0.90181,0.78721,0.54472,0.63083,0.95523,0.00086833,0.00086833,0.00086833
135,803.481,0.48345,0.54929,0.92637,0.81837,0.76977,0.84675,0.74044,0.53802,0.74684,0.958,0.00086734,0.00086734,0.00086734
136,809.221,0.482,0.53857,0.91465,0.84679,0.7397,0.86561,0.76,0.53121,0.70857,0.95499,0.00086635,0.00086635,0.00086635
137,814.98,0.49882,0.57319,0.94046,0.81012,0.77348,0.87545,0.76955,0.50439,0.67916,0.94187,0.00086536,0.00086536,0.00086536
138,820.762,0.49584,0.56296,0.93313,0.80165,0.80891,0.88407,0.7769,0.51787,0.68891,0.92679,0.00086437,0.00086437,0.00086437
139,826.506,0.48677,0.57308,0.92761,0.76346,0.84261,0.86501,0.7578,0.52923,0.70138,0.93113,0.00086338,0.00086338,0.00086338
140,832.221,0.4944,0.55757,0.93329,0.7599,0.81569,0.83748,0.73139,0.53091,0.75008,0.94136,0.00086239,0.00086239,0.00086239
141,839.138,0.482,0.59494,0.92729,0.75651,0.82139,0.82913,0.7239,0.51706,0.7818,0.91815,0.0008614,0.0008614,0.0008614
142,846.172,0.48789,0.57173,0.93677,0.80663,0.77727,0.82575,0.72433,0.52294,0.77372,0.92058,0.00086041,0.00086041,0.00086041
143,852.754,0.4796,0.54462,0.93252,0.77904,0.82522,0.85672,0.76125,0.50957,0.77875,0.91907,0.00085942,0.00085942,0.00085942
144,858.496,0.45581,0.51498,0.91245,0.80651,0.7578,0.85795,0.76216,0.50213,0.77302,0.91495,0.00085843,0.00085843,0.00085843
145,864.24,0.47469,0.55368,0.91847,0.79695,0.79736,0.84915,0.75443,0.50636,0.75165,0.92816,0.00085744,0.00085744,0.00085744
146,870.011,0.47435,0.58213,0.9247,0.77395,0.79718,0.86633,0.76752,0.52358,0.72292,0.93948,0.00085645,0.00085645,0.00085645
147,875.733,0.47272,0.52312,0.91585,0.83448,0.82718,0.87105,0.76134,0.51745,0.69996,0.94072,0.00085546,0.00085546,0.00085546
148,881.476,0.47211,0.52537,0.92611,0.80163,0.82492,0.8639,0.76677,0.51457,0.69477,0.93893,0.00085447,0.00085447,0.00085447
149,887.2,0.51909,0.57166,0.96141,0.81415,0.79053,0.85614,0.74626,0.53668,0.73232,0.94633,0.00085348,0.00085348,0.00085348
150,892.957,0.48448,0.53645,0.9274,0.80838,0.84144,0.88627,0.78299,0.53228,0.68596,0.94261,0.00085249,0.00085249,0.00085249
151,898.701,0.49263,0.54258,0.9384,0.76863,0.84406,0.8733,0.77127,0.52139,0.68172,0.94404,0.0008515,0.0008515,0.0008515
152,904.45,0.49876,0.56404,0.92609,0.83443,0.77983,0.86197,0.76274,0.51716,0.72424,0.92996,0.00085051,0.00085051,0.00085051
153,910.193,0.48195,0.54635,0.92284,0.83176,0.74535,0.85478,0.74485,0.5498,0.76286,0.95326,0.00084952,0.00084952,0.00084952
154,915.923,0.48366,0.55882,0.92679,0.76214,0.82336,0.85356,0.75338,0.54161,0.73316,0.94055,0.00084853,0.00084853,0.00084853
155,921.649,0.46949,0.51693,0.90977,0.80315,0.80468,0.87062,0.77484,0.53416,0.72588,0.95305,0.00084754,0.00084754,0.00084754
156,927.389,0.49245,0.54424,0.93888,0.80391,0.80222,0.86319,0.76456,0.54034,0.75017,0.94739,0.00084655,0.00084655,0.00084655
157,933.132,0.44602,0.51349,0.91774,0.79075,0.80905,0.84296,0.71986,0.55037,0.78401,0.96531,0.00084556,0.00084556,0.00084556
158,938.9,0.48744,0.54199,0.93458,0.76677,0.83722,0.82153,0.71229,0.53652,0.79465,0.95294,0.00084457,0.00084457,0.00084457
159,944.685,0.45581,0.55366,0.9138,0.80406,0.79217,0.84042,0.74441,0.50307,0.73293,0.93451,0.00084358,0.00084358,0.00084358
160,950.408,0.47667,0.52465,0.93805,0.77738,0.84788,0.8531,0.7543,0.5174,0.75184,0.93268,0.00084259,0.00084259,0.00084259
161,956.133,0.47143,0.54674,0.92281,0.7911,0.78841,0.83846,0.74017,0.53304,0.77536,0.93791,0.0008416,0.0008416,0.0008416
162,961.884,0.47686,0.55625,0.92027,0.79124,0.81387,0.84831,0.74573,0.52535,0.71466,0.94095,0.00084061,0.00084061,0.00084061
163,967.614,0.4663,0.51842,0.91288,0.80641,0.79477,0.82794,0.72318,0.52198,0.75051,0.93422,0.00083962,0.00083962,0.00083962
164,973.335,0.50135,0.52616,0.93255,0.79039,0.75566,0.8348,0.72399,0.5374,0.74353,0.94888,0.00083863,0.00083863,0.00083863
165,979.084,0.46081,0.52675,0.91509,0.73512,0.8271,0.83412,0.73172,0.53721,0.80352,0.94511,0.00083764,0.00083764,0.00083764
166,984.842,0.45761,0.53616,0.91396,0.7783,0.81076,0.85398,0.75333,0.50011,0.76307,0.93973,0.00083665,0.00083665,0.00083665
167,990.565,0.45935,0.5275,0.92807,0.8117,0.79736,0.86185,0.7579,0.50114,0.69497,0.93706,0.00083566,0.00083566,0.00083566
168,996.297,0.46062,0.50095,0.90366,0.84572,0.78238,0.84866,0.74016,0.55623,0.73561,0.97486,0.00083467,0.00083467,0.00083467
169,1002.04,0.44973,0.50868,0.90893,0.87666,0.75604,0.85865,0.75696,0.51788,0.72974,0.9572,0.00083368,0.00083368,0.00083368
170,1007.77,0.48578,0.54022,0.93486,0.82755,0.77331,0.84356,0.73839,0.52285,0.76877,0.95857,0.00083269,0.00083269,0.00083269
171,1013.53,0.44252,0.47067,0.9143,0.80966,0.79485,0.85828,0.74879,0.52426,0.75337,0.93643,0.0008317,0.0008317,0.0008317
172,1019.24,0.45675,0.51171,0.91387,0.81899,0.77368,0.86235,0.76004,0.49629,0.79117,0.92188,0.00083071,0.00083071,0.00083071
173,1025,0.48085,0.54941,0.93509,0.79567,0.81349,0.85019,0.74218,0.50583,0.78289,0.93041,0.00082972,0.00082972,0.00082972
174,1030.75,0.4677,0.51414,0.91465,0.81497,0.73245,0.81158,0.71823,0.52056,0.81506,0.94634,0.00082873,0.00082873,0.00082873
175,1036.48,0.47231,0.54157,0.91434,0.76011,0.83325,0.85057,0.76008,0.50874,0.70935,0.93753,0.00082774,0.00082774,0.00082774
176,1042.23,0.45599,0.51071,0.90929,0.7869,0.82617,0.86526,0.75555,0.50507,0.69652,0.92726,0.00082675,0.00082675,0.00082675
177,1047.98,0.45068,0.50165,0.91582,0.79308,0.8017,0.86783,0.7537,0.51501,0.69424,0.94418,0.00082576,0.00082576,0.00082576
178,1053.7,0.45541,0.50236,0.92302,0.82924,0.77027,0.86464,0.76045,0.50402,0.71626,0.93031,0.00082477,0.00082477,0.00082477
179,1059.46,0.45852,0.48775,0.92334,0.80847,0.82057,0.87281,0.77219,0.49323,0.73056,0.93198,0.00082378,0.00082378,0.00082378
180,1065.19,0.43944,0.51203,0.91682,0.83756,0.84689,0.87836,0.76511,0.51598,0.69285,0.9554,0.00082279,0.00082279,0.00082279
181,1070.99,0.45453,0.50984,0.92023,0.84203,0.79676,0.83874,0.73144,0.54417,0.74603,0.97295,0.0008218,0.0008218,0.0008218
